date,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,00:00
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,428.0,428.0,428.0,692.0,2478.0,3434.0,3434.0,3434.0,3434.0,3434.0,3434.0,3434.0,3434.0,3434.0,3434.0,3434.0,3434.0,3434.0,3610.0,3744.0,3744.0,3744.0,3859.0,4023.0,5289.0,6205.0,6205.0,6205.0,6205.0,6205.0,6205.0,6205.0,6205.0,6205.0,6205.0,6205.0,6209.0,6646.0,6805.0,6990.0,6990.0,7167.0,7167.0,7167.0,7167.0,7463.0,7463.0,7463.0,7463.0,7463.0,7463.0,7865.0,8910.0,9181.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0,9603.0
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,391.0,391.0,391.0,391.0,626.0,681.0,757.0,757.0,757.0,942.0,1001.0,1001.0,1001.0,1510.0,1542.0,1542.0,1856.0,1856.0,1856.0,1856.0,1856.0,2140.0,2140.0,2140.0,2162.0,2170.0,2170.0,2331.0,2331.0,2331.0,2331.0,2331.0,3133.0,3792.0,3792.0,3792.0,3792.0,3798.0,3798.0,3798.0,3833.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0
2020-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,59.0,92.0,92.0,92.0,108.0,108.0,167.0,167.0,231.0,1599.0,2578.0,3801.0,3858.0,3858.0,3858.0,3858.0,3957.0,3957.0,3957.0,3985.0,3985.0,3985.0,4008.0,4033.0,4496.0,5424.0,5434.0,5471.0,5471.0,5550.0,5550.0,5550.0,5550.0,5550.0,5550.0,5550.0,5550.0,5563.0,5609.0,5609.0,5609.0,5635.0,5635.0,5635.0,5635.0,5635.0,5635.0,5635.0,5635.0,6962.0,7857.0,7857.0,7857.0,7857.0,7857.0,7857.0,7857.0,7857.0,7857.0,7857.0,7857.0,7857.0,7857.0
2020-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,49.0,94.0,94.0,94.0,94.0,94.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,320.0,875.0,919.0,919.0,1015.0,1125.0,1125.0,1125.0,1134.0,1134.0,1134.0,1134.0,1875.0,2203.0,2203.0,2203.0,2205.0,2205.0,3177.0,4393.0,5965.0,6880.0,7217.0,7217.0,7276.0,7516.0,7591.0,7695.0,7773.0,7773.0,7773.0,7773.0,8021.0,8039.0,8039.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,188.0,188.0,188.0,188.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,994.0,2663.0,3329.0,3936.0,4626.0,6294.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6836.0,6851.0,7080.0,7080.0,7080.0,7080.0,7080.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,7353.0,12063.0
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,545.0,545.0,545.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,760.0,760.0,760.0,955.0,2352.0,3837.0,3968.0,4666.0,5922.0,7148.0,8410.0,8592.0,8592.0,8592.0,8592.0,8592.0,8592.0,8592.0,8592.0,8592.0,8592.0,8592.0,8592.0,8755.0,8755.0,8755.0,8951.0,8951.0,8951.0,8951.0,8951.0,9320.0,9320.0,9546.0,9546.0,9719.0,10578.0,10578.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,264.0,264.0,264.0,264.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,296.0,296.0,296.0,296.0,438.0,438.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,1206.0,2947.0,3440.0,4185.0,5308.0,5308.0,6775.0,7412.0,7412.0,7412.0,7412.0,7412.0,7412.0,7412.0,7412.0,7412.0,7412.0,7575.0,7712.0,7968.0,8065.0,8065.0,8065.0,8065.0,8222.0,8222.0,8222.0,8222.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0,8621.0
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,239.0,248.0,248.0,999.0,2682.0,3313.0,3313.0,3313.0,3313.0,3313.0,3313.0,3313.0,3313.0,3313.0,3313.0,3442.0,3442.0,3453.0,3619.0,4406.0,4704.0,5065.0,6492.0,7102.0,8606.0,9436.0,9478.0,9478.0,9497.0,9528.0,9528.0,9528.0,9528.0,9528.0,9528.0,9528.0,9528.0,9528.0,9528.0,9528.0,9528.0,9714.0,9714.0,9714.0,9714.0,9714.0,9894.0,9968.0,9968.0,9968.0,9984.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0,10009.0
2020-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,545.0,545.0,1144.0,1578.0,2947.0,4254.0,5009.0,5487.0,6960.0,8228.0,8228.0,8228.0,8228.0,8228.0,8228.0,9344.0,10189.0,10189.0,11171.0,11179.0,11179.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0,11191.0
